sale_date,product_id,total_sales
2023-06-13,8284,64.93
2023-07-15,15258,64.93
2024-11-26,3057,64.93
2023-03-09,15258,64.93
2022-10-09,18632,64.93
2025-04-12,15258,64.93
2024-11-08,3057,64.93
2024-03-28,18632,64.93
2025-06-27,8284,64.93
2025-03-25,23856,64.93
2024-09-16,18632,64.93
2022-09-21,18632,64.93
2024-01-17,15258,64.93
2024-08-31,15258,64.93
2022-10-15,8284,64.93
2021-11-03,3057,64.93
2025-03-14,3057,64.93
2020-05-29,23856,64.93
2019-05-14,15258,64.93
2023-03-31,23856,64.93
2023-04-12,8284,64.93
2024-09-13,18632,64.93
2020-05-06,23856,64.93
2025-08-13,18632,64.93
2022-03-07,23856,64.93
2022-07-02,23856,64.93
2024-07-01,8284,64.93
2024-03-08,18632,64.93
2025-05-29,18632,64.93
2025-05-04,23889,64.9
2024-06-14,23889,64.9
2023-07-13,23889,64.9
2024-08-12,23889,64.9
2023-10-08,20345,64.9
2023-12-29,20345,64.9
2025-04-12,20345,64.9
2024-11-25,20345,64.9
2023-08-24,20345,64.9
2023-10-12,26878,64.88
2022-11-16,26878,64.88
2022-05-14,26878,64.88
2025-08-01,26878,64.88
2025-02-24,26878,64.88
2022-01-01,8141,64.8
2025-05-22,8141,64.8
2025-02-19,3636,64.8
2025-08-17,3256,64.8
2023-12-12,3636,64.8
2024-10-05,3256,64.8
2022-12-09,3636,64.8
2024-11-20,8141,64.8
2023-04-10,3256,64.8
2025-03-23,3298,64.8
2025-02-27,8141,64.8
2022-10-11,3564,64.8
2025-01-24,3636,64.8
2024-10-02,8141,64.8
2025-07-11,3564,64.8
2025-03-01,3636,64.8
2024-07-03,8141,64.8
2023-12-24,3636,64.8
2025-08-07,3564,64.8
2023-12-30,8141,64.8
2025-07-15,3564,64.8
2021-07-14,3298,64.8
2021-11-19,3256,64.8
2023-01-24,3298,64.8
2024-07-12,3256,64.8
2025-01-09,8141,64.8
2022-04-27,3636,64.8
2025-02-15,3636,64.8
2025-07-24,3636,64.8
2022-02-01,3564,64.8
2024-02-10,3564,64.8
2024-07-03,3256,64.8
2025-02-03,23675,64.69
2025-04-26,23675,64.69
2022-02-02,23675,64.69
2022-11-23,23675,64.69
2023-09-22,23675,64.69
2022-08-07,23675,64.69
2022-03-10,23675,64.69
2021-03-17,23675,64.69
2025-07-23,3723,64.63
2024-03-26,3723,64.63
2025-05-24,3723,64.63
2025-08-17,3723,64.63
2024-04-10,3723,64.63
2020-01-20,3723,64.63
2024-03-10,17027,64.58
2025-05-27,17027,64.58
2022-09-26,17027,64.58
2022-04-01,17027,64.58
2024-09-27,17027,64.58
2025-05-18,17027,64.58
2024-08-17,17027,64.58
2023-01-31,17027,64.58
2024-05-11,17027,64.58
2024-02-27,7441,64.52
2023-03-07,7441,64.52
2024-01-04,4201,64.52
2024-11-08,4201,64.52
2023-08-22,4201,64.52
2025-05-31,7441,64.52
2023-01-09,7441,64.52
2024-02-19,7441,64.52
2025-03-07,7441,64.52
2020-05-08,4201,64.52
2020-01-18,4201,64.52
2022-04-25,7441,64.52
2023-09-26,7441,64.52
2022-09-15,29017,64.5
2023-10-24,29017,64.5
2020-11-15,18929,64.5
2022-10-14,4802,64.5
2024-02-09,3294,64.5
2024-06-09,18929,64.5
2025-05-29,19342,64.5
2022-06-17,8775,64.5
2020-11-27,3531,64.5
2023-09-16,8318,64.5
2024-05-24,18892,64.5
2024-07-25,18929,64.5
2022-09-08,18929,64.5
2024-04-02,4802,64.5
2024-10-22,16936,64.5
2024-04-01,16936,64.5
2021-01-01,23120,64.5
2022-02-09,18892,64.5
2025-08-21,17299,64.5
2024-03-21,17299,64.5
2019-05-28,8775,64.5
2023-05-08,3534,64.5
2024-12-08,29017,64.5
2023-11-15,16936,64.5
2023-01-12,19342,64.5
2025-06-12,17349,64.5
2023-05-14,3531,64.5
2022-04-30,27908,64.5
2023-10-22,24966,64.5
2022-04-11,16936,64.5
2025-01-27,24966,64.5
2025-07-07,18929,64.5
2020-09-07,17299,64.5
2023-01-18,23039,64.5
2024-04-28,29017,64.5
2023-01-25,8775,64.5
2025-04-13,17349,64.5
2024-12-23,16936,64.5
2022-10-14,16936,64.5
2019-07-17,27780,64.5
2021-04-17,8775,64.5
2025-07-08,8775,64.5
2020-10-16,14094,64.5
2024-05-26,24966,64.5
2023-12-23,4802,64.5
2024-02-12,29017,64.5
2025-08-20,24966,64.5
2023-08-08,15475,64.5
2022-06-17,24966,64.5
2020-11-04,18892,64.5
2021-04-13,15475,64.5
2023-06-13,1540,64.5
2025-03-08,19507,64.5
2024-10-11,23039,64.5
2025-06-30,17349,64.5
2025-06-21,3534,64.5
2024-12-01,18892,64.5
2025-03-01,23120,64.5
2020-02-09,29017,64.5
2025-08-10,27780,64.5
2025-04-23,19317,64.5
2022-06-21,23039,64.5
2024-10-01,23039,64.5
2022-03-31,18929,64.5
2020-06-03,16936,64.5
2024-11-19,27780,64.5
2024-03-24,29017,64.5
2022-04-22,19507,64.5
2022-04-26,3534,64.5
2025-03-27,27780,64.5
2021-11-04,23039,64.5
2025-01-06,8775,64.5
2023-03-01,14094,64.5
2024-08-21,23039,64.5
2025-05-18,15475,64.5
2023-08-08,19317,64.5
2025-05-29,19317,64.5
2022-09-04,8775,64.5
2019-12-18,18929,64.5
2024-06-08,23120,64.5
2025-08-23,19342,64.5
2025-08-20,14094,64.5
2023-09-02,3534,64.5
2023-04-13,16936,64.5
2025-06-10,19342,64.5
2025-02-28,17299,64.5
2023-12-16,15475,64.5
2021-11-19,8775,64.5
2021-03-10,14094,64.5
2025-06-19,1540,64.5
2025-03-04,27908,64.5
2023-05-21,29017,64.5
2022-02-17,23473,64.5
2025-01-31,23473,64.5
2021-01-18,19342,64.5
2023-10-20,17299,64.5
2023-11-02,8318,64.5
2022-09-28,16936,64.5
2023-05-24,27908,64.5
2024-06-10,19342,64.5
2024-03-31,3534,64.5
2025-03-18,17349,64.5
2025-06-16,15475,64.5
2025-06-06,1540,64.5
2024-10-21,3534,64.5
2025-07-19,29017,64.5
2024-06-11,19317,64.5
2021-07-07,19507,64.5
2024-08-09,27908,64.5
2021-04-20,24966,64.5
2025-02-15,29017,64.5
2024-06-21,19507,64.5
2024-07-11,3531,64.5
2025-04-15,19507,64.5
2023-09-21,14094,64.5
2025-03-04,23473,64.5
2024-07-15,17204,64.5
2024-07-05,15475,64.5
2023-10-09,23039,64.5
2024-04-08,19507,64.5
2024-09-19,1540,64.5
2022-12-25,3534,64.5
2021-03-20,14094,64.5
2023-07-08,17204,64.5
2023-12-25,8318,64.5
2023-04-15,23473,64.5
2024-05-15,18892,64.5
2025-08-14,24966,64.5
2025-03-31,19317,64.5
2023-01-03,18892,64.5
2021-03-11,17299,64.5
2025-07-26,8318,64.5
2021-10-23,18929,64.5
2025-08-08,27908,64.5
2024-11-27,23039,64.5
2023-08-31,14094,64.5
2025-08-11,8775,64.5
2020-06-09,18892,64.5
2024-01-16,3294,64.5
2020-12-30,4802,64.5
2025-05-07,18892,64.5
2025-01-26,23120,64.5
2023-03-05,3534,64.5
2021-02-22,3534,64.5
2022-10-27,3534,64.5
2023-06-30,3531,64.5
2024-11-18,3294,64.5
2024-03-29,18892,64.5
2025-03-18,18929,64.5
2025-07-27,3534,64.5
2025-08-15,16936,64.5
2024-06-22,19342,64.5
2024-05-28,8775,64.5
2025-08-11,23039,64.5
2025-08-21,1540,64.5
2025-03-13,26714,64.47
2025-07-11,26714,64.47
2025-08-22,26714,64.47
2023-12-06,26714,64.47
2022-03-02,26714,64.47
2025-06-05,26714,64.47
2022-04-07,26714,64.47
2024-07-09,26714,64.47
2021-03-16,26714,64.47
2019-12-01,22205,64.45
2021-08-11,22442,64.45
2020-01-12,22205,64.45
2024-11-05,22442,64.45
2021-09-30,22205,64.45
2023-11-23,22205,64.45
2024-08-04,22205,64.45
2020-10-18,22205,64.45
2024-10-10,22442,64.45
2023-03-31,22205,64.45
2024-08-16,22442,64.45
2025-01-13,22442,64.45
2022-08-02,22205,64.45
2023-05-11,22205,64.45
2024-07-31,22442,64.45
2024-10-10,27056,64.4
2025-03-18,27056,64.4
2025-08-21,27056,64.4
2023-11-03,22490,64.4
2022-12-30,22490,64.4
2023-02-27,22490,64.4
2023-06-16,27056,64.4
2023-03-19,27056,64.4
2025-07-04,27056,64.4
2025-01-02,27056,64.4
2022-06-09,27056,64.4
2025-05-25,27056,64.4
2020-06-24,22594,64.4
2024-03-27,27056,64.4
2022-09-07,27056,64.4
2024-07-27,22490,64.4
2023-10-19,27056,64.4
2024-03-24,22594,64.4
2021-05-26,27056,64.4
2025-04-24,22594,64.4
2021-08-14,22490,64.4
2025-03-16,27056,64.4
2025-08-13,22594,64.4
2021-09-06,27056,64.4
2025-05-14,1104,64.38
2024-05-27,1104,64.38
2020-09-15,1104,64.38
2024-06-11,1104,64.38
2024-07-10,1104,64.38
2021-08-25,1104,64.38
2024-08-25,1104,64.38
2023-06-25,1104,64.38
2020-11-17,14346,64.35
2024-09-22,793,64.35
2023-07-05,10397,64.35
2021-11-09,10397,64.35
2025-03-11,10397,64.35
2025-02-14,793,64.35
2020-09-08,10397,64.35
2023-02-18,14346,64.35
2024-06-21,793,64.35
2021-11-23,10397,64.35
2024-06-02,14346,64.35
2024-06-20,793,64.35
2025-06-28,14346,64.35
2024-09-21,793,64.35
2022-09-05,14346,64.35
2024-11-24,793,64.35
2024-08-23,14346,64.35
2022-11-05,793,64.35
2025-04-11,10397,64.35
2024-03-01,793,64.35
2025-01-20,793,64.35
2025-03-17,5836,64.31
2022-09-10,5836,64.31
2025-02-24,5836,64.31
2025-06-08,2337,64.3
2021-06-05,2337,64.3
2025-01-22,2337,64.3
2024-01-28,2337,64.3
2021-07-08,2337,64.3
2025-07-04,2337,64.3
2023-08-02,7749,64.23
2025-01-16,7749,64.23
2023-08-01,7749,64.23
2025-02-01,13454,64.17
2025-03-20,13454,64.17
2025-06-23,13454,64.17
2024-06-12,13454,64.17
2025-07-22,13454,64.17
2024-03-01,13454,64.17
2025-04-17,13454,64.17
2025-08-05,14523,64.14
2025-08-06,14523,64.14
2025-07-28,14523,64.14
2025-06-06,14523,64.14
2024-12-06,14523,64.14
2024-02-27,14523,64.14
2024-10-04,14523,64.14
2023-10-26,14523,64.14
2025-04-09,26605,64.13
2024-08-29,26605,64.13
2024-03-25,25583,64.0
2025-04-16,16340,64.0
2025-08-06,16070,64.0
2025-08-24,28142,64.0
2024-06-20,24334,64.0
2025-03-02,10512,64.0
2025-02-13,2181,64.0
2025-03-04,13309,64.0
2024-06-16,53,64.0
2024-11-24,4950,64.0
2021-02-06,13185,64.0
2022-09-20,14124,64.0
2023-09-06,13055,64.0
2022-11-01,21853,64.0
2025-06-26,2181,64.0
2022-05-28,13309,64.0
2025-07-24,2082,64.0
2024-07-27,13370,64.0
2023-07-02,22038,64.0
2019-09-22,7111,64.0
2022-07-23,27844,64.0
2020-09-18,2364,64.0
2021-08-19,2082,64.0
2019-10-24,27844,64.0
2022-10-24,22038,64.0
2022-07-09,20574,64.0
2025-05-22,15640,64.0
2024-06-11,21597,64.0
2025-07-11,24334,64.0
2022-10-17,28492,64.0
2023-03-24,6373,64.0
2025-01-05,14461,64.0
2025-04-23,6547,64.0
2024-02-01,21597,64.0
2021-12-24,5721,64.0
2021-05-09,711,64.0
2024-12-04,12994,64.0
2025-08-12,21450,64.0
2020-06-04,20574,64.0
2023-08-20,3069,64.0
2023-03-20,21853,64.0
2024-02-13,711,64.0
2023-12-26,20574,64.0
2025-08-16,4950,64.0
2021-08-09,10034,64.0
2025-07-13,6277,64.0
2025-07-12,27648,64.0
2022-07-02,21597,64.0
2025-01-26,6277,64.0
2022-05-09,2181,64.0
2024-03-30,5721,64.0
2024-08-05,13370,64.0
2023-05-01,7111,64.0
2025-07-23,13055,64.0
2021-09-15,7161,64.0
2023-06-19,28492,64.0
2024-09-06,24334,64.0
2023-07-03,20798,64.0
2025-07-27,23054,64.0
2020-12-15,12994,64.0
2020-03-21,28492,64.0
2022-08-27,2082,64.0
2021-03-31,10512,64.0
2022-07-03,816,64.0
2025-03-06,11895,64.0
2021-02-22,6277,64.0
2020-05-02,816,64.0
2024-02-12,53,64.0
2024-10-28,20574,64.0
2024-10-03,27648,64.0
2023-06-16,14461,64.0
2025-04-10,13055,64.0
2025-08-04,20552,64.0
2023-10-29,21853,64.0
2025-08-09,711,64.0
2024-10-31,20574,64.0
2025-08-01,27844,64.0
2024-08-03,4206,64.0
2025-02-04,12994,64.0
2024-05-15,22038,64.0
2025-07-05,13309,64.0
2024-09-04,20552,64.0
2024-12-18,5886,64.0
2020-03-03,6547,64.0
2024-10-30,2364,64.0
2024-01-24,12197,64.0
2025-08-21,6547,64.0
2025-08-05,10034,64.0
2023-08-17,13370,64.0
2025-01-24,6053,64.0
2025-08-22,13185,64.0
2023-08-25,563,64.0
2022-10-07,10256,64.0
2024-08-10,20798,64.0
2025-08-21,20574,64.0
2024-06-28,14461,64.0
2025-06-24,19012,64.0
2021-12-06,563,64.0
2020-05-11,1344,64.0
2023-03-07,3413,64.0
2023-01-17,9852,64.0
2025-03-21,21450,64.0
2025-08-07,4206,64.0
2024-02-26,18620,64.0
2024-02-26,15640,64.0
2023-10-08,4206,64.0
2021-08-20,17871,64.0
2024-04-15,97,64.0
2025-08-20,11974,64.0
2023-09-01,28298,64.0
2025-08-11,27648,64.0
2022-04-05,5721,64.0
2025-04-03,711,64.0
2021-12-01,4206,64.0
2025-01-14,3413,64.0
2020-12-25,97,64.0
2025-06-03,12197,64.0
2025-07-14,5886,64.0
2025-08-20,14461,64.0
2025-06-04,5886,64.0
2023-02-21,6373,64.0
2025-01-14,23054,64.0
2023-06-13,14124,64.0
2025-07-01,10034,64.0
2021-05-12,4950,64.0
2025-03-19,6547,64.0
2023-09-24,97,64.0
2024-06-01,8790,64.0
2024-01-30,28492,64.0
2025-08-18,12027,64.0
2024-09-03,4206,64.0
2025-05-02,12027,64.0
2022-04-20,5886,64.0
2020-06-20,12982,64.0
2025-06-18,17871,64.0
2024-09-09,13309,64.0
2025-07-22,18620,64.0
2021-04-06,563,64.0
2024-12-25,22038,64.0
2025-03-05,711,64.0
2024-01-24,2181,64.0
2024-10-06,9852,64.0
2025-06-29,11895,64.0
2025-07-26,12994,64.0
2023-09-25,7111,64.0
2025-01-14,18620,64.0
2024-08-27,3413,64.0
2025-04-21,12994,64.0
2025-05-24,6053,64.0
2023-09-25,13185,64.0
2022-11-21,13370,64.0
2024-07-15,20574,64.0
2024-08-10,10034,64.0
2024-03-12,15321,64.0
2023-10-03,22038,64.0
2025-03-05,7111,64.0
2025-08-17,13370,64.0
2023-10-30,4950,64.0
2025-08-21,7111,64.0
2021-12-21,4950,64.0
2022-01-25,10256,64.0
2024-03-16,15321,64.0
2025-03-12,4206,64.0
2025-08-25,17871,64.0
2025-01-31,22038,64.0
2023-07-24,563,64.0
2024-06-04,20552,64.0
2025-06-09,21853,64.0
2024-03-03,3069,64.0
2025-06-03,21526,64.0
2025-04-07,97,64.0
2025-08-21,13185,64.0
2023-11-24,11974,64.0
2022-07-25,6277,64.0
2022-11-14,12197,64.0
2025-07-20,13309,64.0
2022-10-25,20574,64.0
2025-01-23,21450,64.0
2021-09-22,14977,64.0
2024-07-14,27844,64.0
2024-11-11,12197,64.0
2025-04-20,21526,64.0
2021-09-14,7111,64.0
2025-07-11,2082,64.0
2019-12-03,6053,64.0
2024-11-03,6053,64.0
2023-05-16,7111,64.0
2024-08-13,14977,64.0
2024-10-13,19012,64.0
2024-12-06,8790,64.0
2023-06-26,15321,64.0
2020-02-01,5721,64.0
2025-01-07,10512,64.0
2025-06-30,27204,64.0
2025-06-29,20798,64.0
2022-08-19,13055,64.0
2025-07-14,14124,64.0
2025-02-22,21526,64.0
2025-04-10,2082,64.0
2023-01-03,21450,64.0
2021-08-03,14461,64.0
2025-04-12,24334,64.0
2020-08-21,13185,64.0
2024-12-19,20798,64.0
2024-03-02,13185,64.0
2021-10-08,2181,64.0
2022-02-20,10141,64.0
2022-11-04,13185,64.0
2023-04-08,23054,64.0
2022-06-18,27648,64.0
2022-09-18,6373,64.0
2022-05-30,2181,64.0
2024-07-02,15934,64.0
2020-10-15,20552,64.0
2023-04-04,3069,64.0
2024-12-05,19012,64.0
2023-05-27,10034,64.0
2021-04-10,12994,64.0
2025-07-01,27844,64.0
2025-02-10,5006,64.0
2024-11-01,27844,64.0
2023-11-05,19012,64.0
2021-01-09,19012,64.0
2022-06-23,5886,64.0
2024-12-21,17871,64.0
2024-09-17,21853,64.0
2019-08-03,24334,64.0
2025-07-01,7111,64.0
2025-08-18,21597,64.0
2025-08-18,7161,64.0
2024-09-25,6277,64.0
2021-07-13,23054,64.0
2023-05-06,7161,64.0
2025-04-02,21526,64.0
2023-09-12,3413,64.0
2023-11-19,21526,64.0
2024-11-21,24334,64.0
2025-07-20,12994,64.0
2025-08-20,6547,64.0
2024-06-04,6547,64.0
2021-06-15,5006,64.0
2025-06-06,12197,64.0
2023-02-05,20552,64.0
2020-02-28,11974,64.0
2025-06-16,6373,64.0
2023-04-30,23054,64.0
2023-04-20,1344,64.0
2024-08-08,20798,64.0
2023-05-20,20574,64.0
2023-12-16,21597,64.0
2024-09-03,13185,64.0
2025-06-20,5721,64.0
2025-08-09,6547,64.0
2025-07-15,4206,64.0
2022-12-09,28188,64.0
2023-07-22,24334,64.0
2025-06-10,21450,64.0
2025-06-22,12994,64.0
2019-11-28,6373,64.0
2024-06-28,21450,64.0
2023-01-02,1056,64.0
2021-08-29,9965,64.0
2025-02-07,12027,64.0
2024-09-20,12994,64.0
2025-06-13,11895,64.0
2025-01-13,12197,64.0
2025-08-16,20798,64.0
2025-04-15,21526,64.0
2024-08-09,18620,64.0
2023-11-13,12982,64.0
2023-08-14,15640,64.0
2024-07-09,24334,64.0
2021-10-16,15934,64.0
2025-07-04,28298,64.0
2025-08-12,21853,64.0
2023-09-18,711,64.0
2021-12-08,6053,64.0
2024-03-01,20798,64.0
2024-04-14,10512,64.0
2023-07-06,21597,64.0
2024-10-04,7111,64.0
2025-07-15,9852,64.0
2025-01-14,24334,64.0
2025-02-10,13309,64.0
2025-08-21,21526,64.0
2025-06-05,22038,64.0
2023-01-19,28492,64.0
2021-06-25,14461,64.0
2024-01-13,27648,64.0
2025-06-13,3413,64.0
2023-05-16,3069,64.0
2022-10-16,6277,64.0
2025-01-18,20574,64.0
2021-10-10,12027,64.0
2022-03-25,15934,64.0
2024-10-09,9965,64.0
2024-12-03,8790,64.0
2023-12-23,10512,64.0
2020-10-17,5721,64.0
2025-08-05,5006,64.0
2023-01-24,563,64.0
2023-04-27,21067,64.0
2025-01-21,23054,64.0
2023-04-05,13309,64.0
2025-08-22,10512,64.0
2025-03-20,6547,64.0
2025-08-01,14977,64.0
2021-05-15,24334,64.0
2020-12-05,711,64.0
2025-07-29,2054,64.0
2024-09-11,21450,64.0
2024-08-15,9965,64.0
2024-11-14,12197,64.0
2025-01-30,21067,64.0
2022-08-07,14461,64.0
2019-12-11,20552,64.0
2025-04-01,9965,64.0
2024-11-13,3413,64.0
2024-06-03,12197,64.0
2022-01-02,10141,64.0
2025-05-02,21450,64.0
2019-05-08,27648,64.0
2021-08-30,14461,64.0
2025-08-25,21526,64.0
2024-05-08,27204,64.0
2024-10-23,23054,64.0
2021-11-26,10034,64.0
2025-01-07,28492,64.0
2024-08-12,20552,64.0
2024-12-16,22038,64.0
2023-02-04,27844,64.0
2021-07-23,15321,64.0
2024-03-28,20552,64.0
2022-11-21,20552,64.0
2022-02-24,7161,64.0
2024-05-05,3069,64.0
2025-05-18,711,64.0
2019-09-08,21450,64.0
2024-09-26,20552,64.0
2025-04-13,20574,64.0
2024-05-12,21597,64.0
2025-03-27,5721,64.0
2024-07-04,17871,64.0
2021-05-13,4950,64.0
2023-11-26,1344,64.0
2023-06-28,9852,64.0
2025-02-04,27204,64.0
2023-09-22,5886,64.0
2020-09-05,10034,64.0
2024-10-25,1056,64.0
2025-08-19,563,64.0
2025-02-20,563,64.0
2025-03-30,11895,64.0
2024-05-14,13309,64.0
2023-10-16,5108,64.0
2023-04-05,18620,64.0
2024-11-12,14461,64.0
2025-08-17,2082,64.0
2025-03-15,15321,64.0
2022-07-29,15640,64.0
2024-12-15,97,64.0
2023-11-09,4206,64.0
2022-06-23,21597,64.0
2022-05-10,8109,63.99
2024-07-23,4667,63.99
2022-12-16,1181,63.99
2025-03-25,8109,63.99
2024-05-17,4618,63.99
2024-08-11,10128,63.99
2024-07-23,11630,63.99
2024-10-23,8109,63.99
2023-12-18,4664,63.99
2023-05-21,21985,63.99
2021-12-07,2666,63.99
2024-04-26,10128,63.99
2024-03-04,4883,63.99
2024-02-03,10128,63.99
2025-08-21,20858,63.99
2024-09-09,1275,63.99
2024-10-18,1939,63.99
2023-10-01,11630,63.99
2024-12-27,1609,63.99
2025-05-03,4533,63.99
2024-02-24,1275,63.99
2025-08-20,4940,63.99
2022-01-31,4618,63.99
2025-03-30,8109,63.99
2024-12-15,20720,63.99
2024-05-15,4618,63.99
2021-10-01,4533,63.99
2024-02-16,4664,63.99
2024-09-26,4940,63.99
2024-10-17,11630,63.99
2024-05-11,4618,63.99
2024-04-03,10128,63.99
2024-10-27,4883,63.99
2020-08-28,1939,63.99
2023-05-18,1275,63.99
2020-09-17,1181,63.99
2023-08-16,8109,63.99
2025-06-19,4618,63.99
2023-03-13,1609,63.99
2025-07-14,20720,63.99
2024-09-19,1275,63.99
2023-12-31,10295,63.99
2022-11-18,1275,63.99
2024-10-18,20720,63.99
2024-01-06,1939,63.99
2025-07-14,4618,63.99
2024-11-14,10295,63.99
2020-11-19,4533,63.99
2023-04-04,4883,63.99
2020-01-25,10128,63.99
2024-01-29,4883,63.99
2025-01-25,4618,63.99
2024-05-01,20720,63.99
2025-06-07,2666,63.99
2019-09-25,20720,63.99
2024-12-27,1939,63.99
2024-09-29,21985,63.99
2022-09-04,4458,63.99
2020-05-14,20943,63.99
2025-07-08,1939,63.99
2024-03-07,10295,63.99
2020-09-27,20720,63.99
2024-08-07,1181,63.99
2023-12-08,10295,63.99
2025-08-15,1275,63.99
2024-11-12,11630,63.99
2020-12-17,20858,63.99
2025-03-18,4458,63.99
2024-06-19,8109,63.99
2021-04-11,4667,63.99
2025-05-09,4940,63.99
2025-04-05,1181,63.99
2023-11-25,1939,63.99
2024-11-16,10295,63.99
2024-05-29,10128,63.99
2025-07-21,8109,63.99
2023-02-17,2666,63.99
2023-10-03,4940,63.99
2025-06-03,20858,63.99
2025-02-03,4458,63.99
2023-06-21,1609,63.99
2024-06-11,20720,63.99
2023-05-03,2666,63.99
2024-06-08,4458,63.99
2024-11-06,4618,63.99
2025-02-24,2666,63.99
2024-12-25,4533,63.99
2024-06-14,20943,63.99
2022-06-17,1275,63.99
2021-09-06,4664,63.99
2023-04-11,1609,63.99
2023-02-03,21985,63.99
2025-01-04,10128,63.99
2021-02-14,20943,63.99
2025-01-10,20858,63.99
2022-06-28,20858,63.99
2023-04-15,10295,63.99
2021-10-26,4667,63.99
2024-12-22,20858,63.99
2023-10-02,1275,63.99
2024-09-22,20720,63.99
2024-11-23,10128,63.99
2022-11-29,10128,63.99
2024-12-22,4940,63.99
2022-08-09,1609,63.99
2025-08-20,2666,63.99
2022-01-19,21985,63.99
2022-10-13,1609,63.99
2025-01-14,1275,63.99
2025-08-18,20720,63.99
2025-08-22,15139,63.98
2025-08-21,25918,63.98
2025-06-14,850,63.98
2020-04-02,8452,63.98
2023-10-03,8698,63.98
2024-07-21,850,63.98
2024-03-01,8452,63.98
2023-07-26,8698,63.98
2024-05-29,850,63.98
2025-01-03,8698,63.98
2025-07-13,8452,63.98
2024-04-09,850,63.98
2021-10-24,8452,63.98
2025-04-21,8452,63.98
2021-03-07,8452,63.98
2025-01-05,8452,63.98
2023-08-15,850,63.98
2024-05-14,8452,63.98
2024-04-11,8452,63.98
2025-06-03,8698,63.98
2025-07-25,850,63.98
2024-10-22,8452,63.98
2025-03-08,850,63.98
2024-09-22,28050,63.97
2024-10-31,28050,63.97
2021-12-18,28050,63.97
2022-10-14,27639,63.97
2022-12-08,28050,63.97
2024-05-27,27639,63.97
2023-06-25,28050,63.97
2023-11-27,27639,63.97
2025-01-26,27639,63.97
2025-07-01,28050,63.97
2023-02-19,27639,63.97
2024-08-21,28050,63.97
2025-08-25,461,63.96
2025-08-03,349,63.96
2021-08-28,18038,63.95
2024-02-02,3784,63.95
2022-12-04,14104,63.95
2024-11-28,3784,63.95
2025-03-08,3784,63.95
2023-03-22,24628,63.95
2021-08-16,17426,63.95
2023-01-26,24783,63.95
2019-06-14,7396,63.95
2024-10-24,7396,63.95
2025-07-11,3784,63.95
2025-03-03,2021,63.95
2024-12-15,24783,63.95
2023-10-21,2021,63.95
2025-02-18,24628,63.95
2024-02-29,24783,63.95
2023-02-25,7396,63.95
2024-06-12,7396,63.95
2024-09-07,7396,63.95
2025-05-15,17426,63.95
2025-05-17,7396,63.95
2025-08-19,7396,63.95
2022-04-01,2361,63.95
2025-08-02,7396,63.95
2025-07-06,17426,63.95
2024-12-22,24783,63.95
2022-12-27,24783,63.95
2024-09-20,17426,63.95
2024-08-02,24783,63.95
2025-05-10,14104,63.95
2022-02-03,3784,63.95
2024-06-18,7396,63.95
2025-07-22,24783,63.95
2023-03-13,18038,63.95
2025-02-21,24628,63.95
2025-05-22,18038,63.95
2024-05-12,7396,63.95
2022-11-08,14104,63.95
2024-03-20,17426,63.95
2025-07-05,2021,63.95
2025-01-29,3784,63.95
2024-08-24,24783,63.95
2021-08-15,2361,63.95
2024-01-08,2361,63.95
2024-08-18,24628,63.95
2025-06-09,7396,63.95
2024-09-03,17426,63.95
2025-06-22,17426,63.95
2024-06-02,24783,63.95
2025-06-21,24628,63.95
2025-05-06,7396,63.95
2024-11-25,24783,63.95
2025-01-28,7396,63.95
2025-05-20,17426,63.95
2022-08-06,7396,63.95
2023-12-10,2021,63.95
2024-08-08,21123,63.83
2024-09-11,21123,63.83
2021-12-04,21123,63.83
2021-10-07,21123,63.83
2025-03-02,21123,63.83
2023-12-17,21709,63.75
2023-04-15,21709,63.75
2022-03-13,21709,63.75
2022-02-11,21816,63.75
2025-07-20,14922,63.75
2023-11-13,21709,63.75
2025-04-09,14922,63.75
2024-08-27,21709,63.75
2025-07-07,21709,63.75
2024-02-03,14922,63.75
2025-06-26,21816,63.75
2025-07-24,21709,63.75
2022-07-28,14922,63.75
2023-11-02,19228,63.74
2024-07-25,19228,63.74
2024-07-25,8020,63.74
2023-12-11,19228,63.74
2025-05-15,8020,63.74
2024-12-24,8020,63.74
2022-06-20,19228,63.74
2024-01-16,8020,63.74
2024-11-29,19228,63.74
2024-12-22,8020,63.74
2025-06-09,19228,63.74
2024-12-16,8020,63.74
2025-01-22,19228,63.74
2025-07-12,19228,63.74
2025-06-28,8020,63.74
2025-05-02,17504,63.67
2020-08-28,17504,63.67
2024-06-28,17504,63.67
2023-08-11,17504,63.67
2024-04-03,17504,63.67
2024-12-23,17504,63.67
2025-06-29,17504,63.67
2023-05-18,17504,63.67
2021-05-23,15188,63.65
2024-11-17,15188,63.65
2025-07-29,15188,63.65
2023-12-25,15188,63.65
2024-12-15,17884,63.6
2024-12-21,17893,63.6
2023-08-13,19786,63.6
2020-08-15,19613,63.6
2024-09-28,17893,63.6
2024-10-24,19786,63.6
2023-05-31,19613,63.6
2024-05-29,19786,63.6
2025-07-30,19613,63.6
2024-11-13,19786,63.6
2025-07-19,19786,63.6
2025-07-23,19786,63.6
2021-11-24,19613,63.6
2023-10-17,19250,63.6
2024-12-02,19613,63.6
2023-08-26,17893,63.6
2025-06-07,17893,63.6
2024-10-01,19080,63.6
2023-04-20,19250,63.6
